Date,Average Daily Total Cloud Cover [oktas],Average Daily Wind Speed [m/s],Average Daily Temperature [°C],Average Daily Relative Humidity [%],Average Daily Station-Level Pressure [hPa],Daily Precipitation Sum [mm],Night Precipitation Sum [mm]
2018-09-20,2.0,3.1,19.8,77.3,1015.3,0.0,0.0
2018-09-21,4.5,6.3,21.1,65.3,1007.6,0.0,4.2
2018-09-22,4.3,4.6,13.0,73.8,1010.7,0.0,1.8
2018-09-23,5.1,3.9,11.6,79.1,1008.3,0.2,0.7
2018-09-24,6.1,5.5,10.3,73.1,1010.6,2.5,0.2
2018-09-25,2.4,5.5,10.1,54.6,1028.0,0.0,0.0
2018-09-26,5.8,5.8,9.8,70.9,1025.5,2.0,0.0
2018-09-27,4.5,6.4,16.2,74.3,1017.7,0.0,0.2
2018-09-28,5.1,5.6,13.3,70.3,1014.9,0.1,0.0
2018-09-29,2.4,3.3,9.7,59.4,1023.6,0.0,0.0
2018-09-30,4.3,3.6,9.7,63.4,1017.3,0.0,0.0
2018-10-01,2.9,2.9,10.2,66.9,1008.9,0.0,0.0
2018-10-02,5.8,5.3,9.9,71.0,1007.0,0.0,3.1
2018-10-03,5.9,7.5,9.0,78.3,1004.3,0.5,0.0
2018-10-04,4.3,3.8,9.5,74.6,1019.7,0.0,0.0
2018-10-05,5.8,4.5,13.8,79.0,1020.2,0.0,0.0
2018-10-06,1.1,4.1,12.0,75.4,1011.8,0.0,0.0
2018-10-07,5.4,4.4,11.1,83.1,1010.7,2.2,0.2
2018-10-08,6.4,2.5,10.4,75.0,1022.4,0.0,0.0
2018-10-09,4.5,3.1,10.7,75.6,1022.2,0.0,0.0
2018-10-10,3.0,2.5,12.5,82.6,1024.8,0.0,0.0
2018-10-11,0.8,4.0,13.1,78.9,1025.3,0.0,0.0
2018-10-12,0.3,4.5,13.7,75.6,1025.4,0.0,0.0
2018-10-13,0.0,3.5,13.6,78.6,1026.2,0.0,0.0
2018-10-14,0.0,5.3,14.0,73.5,1021.9,0.0,0.0
2018-10-15,0.9,5.1,14.1,69.4,1018.8,0.0,0.0
2018-10-16,1.6,3.3,12.4,75.1,1019.3,0.0,0.0
2018-10-17,0.8,2.4,11.8,77.8,1020.1,0.0,0.0
2018-10-18,1.6,2.6,12.2,81.8,1018.4,0.0,0.0
2018-10-19,3.1,2.8,11.2,76.5,1022.3,0.0,0.0
2018-10-20,5.4,2.4,7.9,81.9,1023.4,0.2,0.0
2018-10-21,3.5,2.6,8.8,82.5,1025.9,0.0,0.0
2018-10-22,5.1,3.9,8.2,85.3,1021.1,3.7,0.3
2018-10-23,6.3,6.0,7.4,87.0,1000.9,12.3,5.3
2018-10-24,6.0,8.9,7.7,67.9,1000.7,0.2,0.1
2018-10-25,6.4,5.5,7.9,85.3,1000.2,2.2,3.2
2018-10-26,6.5,4.3,8.2,85.4,1002.5,0.3,0.3
2018-10-27,5.9,5.8,8.7,76.5,999.4,0.2,0.0
2018-10-28,6.1,4.4,6.9,75.8,1015.5,2.6,0.6
2018-10-29,8.0,6.5,4.1,84.8,1014.2,0.2,0.0
2018-10-30,5.9,7.6,13.7,79.4,1003.5,0.0,0.0
2018-10-31,0.8,4.4,9.7,72.3,1017.3,0.0,0.0
2018-11-01,5.6,3.9,9.1,85.1,1018.6,0.0,0.0
2018-11-02,5.9,3.6,10.7,82.3,1019.3,0.0,0.0
2018-11-03,5.1,1.8,7.9,89.4,1027.6,0.1,0.0
2018-11-04,5.9,2.5,6.6,92.3,1025.7,0.0,0.0
2018-11-05,7.0,5.1,10.5,93.4,1018.7,0.0,0.0
2018-11-06,3.0,5.3,11.1,85.8,1015.8,0.0,0.0
2018-11-07,0.9,5.1,8.3,91.0,1015.6,0.0,0.0
2018-11-08,4.5,2.3,7.1,94.5,1018.1,0.0,0.0
2018-11-09,8.0,2.3,8.4,96.6,1018.4,0.0,0.0
2018-11-10,7.9,3.1,8.9,95.8,1014.3,0.0,0.0
2018-11-11,8.0,6.3,7.5,92.5,1015.1,0.0,0.0
2018-11-12,7.4,5.8,8.7,91.1,1018.9,0.0,0.0
2018-11-13,7.3,3.4,9.2,93.9,1018.3,10.2,10.3
2018-11-14,6.4,3.1,8.8,90.8,1023.8,0.7,0.0
2018-11-15,6.6,1.3,8.5,92.3,1031.8,0.0,0.0
2018-11-16,4.3,3.3,3.6,88.1,1039.0,0.0,0.0
2018-11-17,3.4,1.9,1.7,88.1,1040.4,0.0,0.0
2018-11-18,6.5,5.5,5.5,82.5,1028.7,0.8,0.1
2018-11-19,6.6,6.8,5.0,78.6,1027.6,0.0,0.0
2018-11-20,5.9,4.9,3.3,76.8,1026.8,0.0,0.0
2018-11-21,6.0,3.9,0.8,77.1,1027.5,0.0,0.0
2018-11-22,7.3,2.3,-0.6,78.1,1027.7,0.0,0.0
2018-11-23,8.0,3.9,-1.4,89.4,1025.3,0.0,0.0
2018-11-24,7.9,2.6,0.9,92.5,1015.8,0.0,0.0
2018-11-25,7.1,1.5,2.3,92.5,1013.3,0.0,0.0
2018-11-26,5.3,2.3,1.2,88.1,1015.0,0.0,0.0
2018-11-27,6.1,3.6,3.6,73.1,1019.1,0.3,2.0
2018-11-28,7.8,3.1,-2.5,95.0,1030.8,0.0,0.0
2018-11-29,4.0,10.5,-3.0,77.9,1030.1,0.0,0.0
2018-11-30,3.8,10.5,-3.2,68.1,1022.2,0.0,0.0
2018-12-01,5.1,6.0,-5.2,70.3,1016.4,0.0,0.0
2018-12-02,7.1,6.1,0.5,89.8,1006.9,0.0,3.0
2018-12-03,8.0,4.3,4.1,97.1,998.1,5.5,0.5
2018-12-04,6.9,4.5,5.9,88.6,1004.4,1.0,0.0
2018-12-05,2.5,3.9,1.8,81.1,1021.0,0.0,0.0
2018-12-06,6.4,5.3,0.1,93.8,1019.5,0.0,3.3
2018-12-07,7.6,4.6,5.7,96.3,1003.2,0.2,7.4
2018-12-08,6.6,6.0,7.3,82.3,994.7,0.0,0.0
2018-12-09,7.0,5.0,5.6,90.5,988.6,1.1,0.4
2018-12-10,4.8,4.0,3.6,87.3,997.6,0.0,1.2
2018-12-11,7.4,2.8,2.7,91.1,1008.1,0.0,0.0
2018-12-12,6.4,2.1,2.5,87.3,1021.8,0.9,0.3
2018-12-13,7.5,3.0,0.1,82.5,1024.6,0.2,0.0
2018-12-14,7.5,2.0,0.1,86.9,1027.4,0.1,0.0
2018-12-15,7.9,2.6,0.4,91.6,1029.5,0.2,0.1
2018-12-16,8.0,4.1,-0.4,92.1,1020.6,0.5,0.0
2018-12-17,8.0,2.3,-1.4,89.8,1021.3,0.0,0.0
2018-12-18,7.6,3.1,-1.1,87.6,1027.0,0.0,0.1
2018-12-19,7.9,6.4,-0.6,87.9,1023.8,0.0,0.0
2018-12-20,8.0,5.8,-2.0,90.5,1017.3,2.0,0.6
2018-12-21,8.0,4.0,0.2,97.3,1009.3,0.2,2.1
2018-12-22,7.8,4.8,2.2,93.0,999.6,3.8,0.5
2018-12-23,7.3,3.1,1.5,91.5,1011.1,3.5,1.3
2018-12-24,7.3,5.8,1.1,82.0,1015.0,1.5,0.0
2018-12-25,7.9,3.3,2.0,88.8,1017.8,1.1,0.0
2018-12-26,5.5,5.0,4.7,83.1,1016.8,0.0,1.1
2018-12-27,7.4,4.3,5.7,90.8,1014.9,2.6,0.2
2018-12-28,7.5,4.1,5.8,86.1,1016.3,0.0,0.0
2018-12-29,7.4,2.9,5.3,87.8,1019.3,0.0,0.0
2018-12-30,7.9,4.1,5.0,94.0,1014.0,5.7,0.9
2018-12-31,6.3,3.9,3.1,85.1,1024.2,0.7,0.0
2019-01-01,7.4,6.8,5.3,86.4,1004.1,2.5,5.1
2019-01-02,7.0,9.6,1.9,79.1,1009.5,2.2,2.6
2019-01-03,6.5,8.1,0.6,63.4,1023.5,0.0,0.1
2019-01-04,7.6,3.3,0.4,83.6,1019.5,0.2,2.7
2019-01-05,6.9,6.0,3.3,85.8,1012.6,0.4,0.1
2019-01-06,7.1,4.6,-0.8,72.9,1023.9,0.0,0.4
2019-01-07,7.9,4.1,-0.4,87.3,1022.7,0.3,1.0
2019-01-08,8.0,6.4,0.8,95.0,998.4,0.0,0.0
2019-01-09,8.0,3.4,0.6,91.1,1002.9,0.5,0.1
2019-01-10,7.5,2.9,-1.6,86.8,1017.2,0.0,0.0
2019-01-11,6.9,4.5,-0.9,91.3,1010.5,0.7,0.0
2019-01-12,5.3,3.9,1.2,86.8,1003.0,0.0,0.2
2019-01-13,6.9,4.0,3.4,93.0,987.4,0.1,1.7
2019-01-14,6.3,7.3,2.2,69.8,985.1,0.0,0.1
2019-01-15,3.8,6.8,2.2,68.0,996.1,0.6,1.2
2019-01-16,6.9,4.3,3.3,89.8,999.6,0.3,0.0
2019-01-17,7.1,5.1,4.4,81.9,994.0,0.0,1.6
2019-01-18,4.4,5.8,0.6,77.8,1006.2,0.0,0.0
2019-01-19,4.0,4.3,-0.7,84.9,1016.7,0.0,0.0
2019-01-20,5.4,4.0,-0.5,82.5,1016.8,0.1,0.0
2019-01-21,5.9,3.3,-2.2,89.3,1018.2,0.0,0.0
2019-01-22,5.6,5.1,-4.3,87.1,1014.2,0.0,0.0
2019-01-23,0.0,3.1,-6.1,82.3,1010.7,0.0,0.0
2019-01-24,1.0,3.0,-7.8,83.8,1015.9,0.0,0.0
2019-01-25,6.3,2.4,-6.4,82.3,1013.3,0.2,0.0
2019-01-26,7.9,3.0,-4.3,85.0,1004.0,0.0,0.0
2019-01-27,8.0,7.4,-1.8,90.5,995.3,0.4,0.4
2019-01-28,7.4,5.8,0.6,89.6,992.0,0.0,3.2
2019-01-29,7.6,2.9,0.1,91.6,997.8,0.2,0.0
2019-01-30,4.5,3.5,-1.4,85.6,1005.0,0.0,0.2
2019-01-31,7.8,3.1,-0.4,92.0,1004.3,0.8,0.0
2019-02-01,7.4,3.9,-1.7,93.8,1002.8,0.0,2.5
2019-02-02,7.9,3.1,1.4,92.4,997.7,0.5,0.0
2019-02-03,8.0,3.0,2.1,88.3,1008.0,0.0,2.1
2019-02-04,5.8,3.9,0.8,81.1,1022.4,0.0,0.0
2019-02-05,6.9,6.5,0.0,84.5,1022.5,0.0,0.5
2019-02-06,7.0,3.6,2.0,88.4,1022.1,0.2,1.2
2019-02-07,7.4,6.0,0.8,81.0,1013.3,0.0,0.0
2019-02-08,4.6,4.5,2.8,81.6,1011.6,0.0,0.0
2019-02-09,6.1,6.6,3.0,83.4,1004.4,0.0,0.2
2019-02-10,5.5,6.6,4.6,84.1,999.5,1.5,0.4
2019-02-11,7.1,5.4,4.1,87.1,995.5,1.8,0.1
2019-02-12,4.6,6.3,1.8,74.5,1016.9,0.0,0.0
2019-02-13,3.9,6.1,4.2,82.5,1021.0,0.0,0.0
2019-02-14,5.4,3.5,6.0,84.9,1029.3,0.0,0.0
2019-02-15,7.0,3.4,4.7,88.1,1029.2,0.0,0.0
2019-02-16,0.4,3.5,3.1,84.8,1023.2,0.0,0.0
2019-02-17,5.4,2.4,5.0,85.3,1021.2,0.0,0.0
2019-02-18,5.3,3.6,4.0,93.9,1020.2,0.0,0.0
2019-02-19,4.4,4.4,4.7,84.5,1009.7,0.0,1.1
2019-02-20,7.0,5.3,5.5,78.8,1012.7,0.5,0.7
2019-02-21,7.8,3.6,1.7,91.3,1019.1,5.1,0.2
2019-02-22,0.9,4.0,-1.7,54.6,1037.6,0.0,0.0
2019-02-23,6.3,3.1,-1.8,68.8,1042.0,0.0,0.0
2019-02-24,4.0,2.9,4.6,54.6,1033.0,0.0,0.0
2019-02-25,4.6,3.1,3.4,87.1,1029.7,0.0,0.0
2019-02-26,2.3,5.0,4.7,79.9,1026.2,0.0,0.0
2019-02-27,1.6,4.0,6.0,68.6,1019.0,0.0,0.0
2019-02-28,2.5,4.8,5.9,68.0,1003.2,0.0,0.0
2019-03-01,5.4,4.4,1.9,70.6,1009.6,0.0,0.0
2019-03-02,2.5,3.8,1.0,61.1,1013.1,0.0,0.0
2019-03-03,7.4,4.1,5.0,84.6,1002.3,0.3,1.3
2019-03-04,6.3,5.3,8.7,83.8,989.6,1.9,0.1
2019-03-05,7.6,7.8,5.1,82.4,991.6,5.0,1.9
2019-03-06,7.4,4.1,3.3,87.1,1009.5,0.0,0.0
2019-03-07,7.4,6.8,7.7,70.5,997.8,0.0,0.0
2019-03-08,3.3,8.3,6.5,69.5,998.8,0.4,0.0
2019-03-09,5.5,5.8,4.4,78.3,1001.2,2.6,4.9
2019-03-10,6.5,5.6,4.2,77.4,995.7,0.9,0.6
2019-03-11,3.9,4.6,2.1,69.8,1003.3,0.0,0.1
2019-03-12,4.0,4.5,1.9,61.0,1012.6,0.0,0.0
2019-03-13,6.3,6.1,4.5,72.6,1001.5,0.4,0.1
2019-03-14,5.8,7.1,6.0,72.6,995.4,0.1,0.1
2019-03-15,7.4,4.5,5.4,86.5,991.8,0.1,7.0
2019-03-16,6.5,6.0,4.8,82.9,995.1,1.0,0.5
2019-03-17,7.3,4.9,7.9,80.1,998.1,0.0,0.1
2019-03-18,6.3,6.9,5.5,74.9,1004.5,0.0,0.3
2019-03-19,2.8,4.0,3.8,71.8,1018.5,0.0,0.0
2019-03-20,4.5,4.6,5.3,68.1,1027.4,0.0,0.0
2019-03-21,6.8,5.5,8.5,80.9,1027.4,0.0,0.0
2019-03-22,4.6,3.6,6.2,84.5,1030.8,0.0,0.0
2019-03-23,4.6,4.8,7.2,78.3,1024.1,0.0,0.0
2019-03-24,5.1,3.4,5.5,71.1,1021.0,0.0,0.0
2019-03-25,6.4,2.5,3.2,81.5,1011.6,0.1,0.0
2019-03-26,4.3,5.8,2.9,75.0,1015.5,0.5,0.0
2019-03-27,4.4,3.8,4.8,75.0,1023.2,0.0,0.0
2019-03-28,6.0,1.9,6.0,88.0,1027.9,0.0,0.0
2019-03-29,4.5,5.3,9.6,74.1,1026.4,0.0,0.0
2019-03-30,3.0,3.1,9.8,75.4,1019.7,0.0,0.0
2019-03-31,3.0,4.5,6.8,69.6,1017.4,0.0,0.0
2019-04-01,1.8,3.0,3.8,69.5,1028.1,0.0,0.0
2019-04-02,0.0,7.5,6.3,45.3,1022.0,0.0,0.0
2019-04-03,2.5,7.8,9.3,41.0,1012.0,0.0,0.0
2019-04-04,1.3,6.6,10.7,41.0,1007.8,0.0,0.0
2019-04-05,0.0,4.0,11.7,48.3,1009.7,0.0,0.0
2019-04-06,0.5,3.4,10.8,52.9,1012.0,0.0,0.0
2019-04-07,0.0,2.5,7.7,74.9,1008.7,0.0,0.0
2019-04-08,4.5,4.9,4.9,84.8,1011.5,0.0,0.0
2019-04-09,4.1,4.5,3.4,64.6,1015.7,0.0,0.0
2019-04-10,6.4,4.3,3.2,66.5,1018.6,0.0,1.2
2019-04-11,7.0,4.8,2.5,78.5,1023.4,1.1,0.0
2019-04-12,4.9,6.3,3.2,68.3,1026.2,0.0,0.0
2019-04-13,1.5,5.8,3.1,72.8,1026.1,0.0,0.0
2019-04-14,3.1,6.1,5.4,71.3,1027.6,0.0,0.0
2019-04-15,1.8,4.4,5.3,76.5,1028.9,0.0,0.0
2019-04-16,3.5,4.8,6.3,58.0,1027.7,0.0,0.0
2019-04-17,0.1,4.5,7.8,73.5,1028.7,0.0,0.0
2019-04-18,0.1,3.6,8.5,73.9,1032.4,0.0,0.0
2019-04-19,0.0,3.8,7.7,74.5,1033.7,0.0,0.0
2019-04-20,3.4,3.5,8.6,70.5,1030.2,0.0,0.0
2019-04-21,0.9,3.4,8.4,68.5,1022.3,0.0,0.0
2019-04-22,1.0,3.9,11.6,67.4,1022.5,0.0,0.0
2019-04-23,0.3,8.3,14.5,37.9,1020.9,0.0,0.0
2019-04-24,3.6,9.0,16.0,42.6,1014.7,0.0,0.0
2019-04-25,2.5,4.9,18.5,57.0,1012.4,0.0,0.0
2019-04-26,1.5,2.5,17.8,66.6,1009.3,0.0,0.0
2019-04-27,5.9,2.8,13.5,77.1,1006.4,0.0,7.2
2019-04-28,7.4,2.6,10.6,90.8,1011.5,1.0,0.6
2019-04-29,1.5,5.3,9.5,80.1,1015.2,0.0,0.0
2019-04-30,2.1,4.0,9.3,80.3,1014.7,0.0,0.0
2019-05-01,4.0,3.4,9.8,67.3,1007.2,0.0,0.0
2019-05-02,7.4,7.1,10.1,72.3,997.1,0.0,0.0
2019-05-03,5.1,3.8,7.1,71.9,1001.5,0.0,0.0
2019-05-04,6.1,4.1,7.0,68.1,1003.8,0.0,0.0
2019-05-05,3.1,2.8,6.1,71.8,1012.1,0.0,0.0
2019-05-06,3.1,2.9,7.1,68.0,1013.4,0.0,0.0
2019-05-07,3.0,2.6,7.7,68.3,1014.0,0.0,0.0
2019-05-08,3.6,4.8,9.3,57.5,1013.0,0.0,0.0
2019-05-09,7.5,6.5,12.0,60.8,1004.4,0.1,0.2
2019-05-10,5.8,3.0,12.1,81.4,1005.2,0.0,0.0
2019-05-11,4.6,3.3,10.4,81.3,1011.6,0.0,0.0
2019-05-12,7.0,1.6,8.1,86.5,1023.0,8.7,0.0
2019-05-13,5.9,4.8,8.5,75.5,1029.7,0.0,2.5
2019-05-14,5.9,6.6,8.1,72.1,1029.7,0.0,0.0
2019-05-15,7.4,6.6,9.0,82.8,1023.4,3.0,4.6
2019-05-16,7.0,5.5,12.6,83.6,1016.3,0.0,3.9
2019-05-17,6.8,4.3,13.5,92.4,1012.0,4.3,0.1
2019-05-18,6.3,2.3,12.3,97.1,1011.2,3.5,0.0
2019-05-19,5.9,2.5,15.4,93.8,1008.4,4.1,0.1
2019-05-20,4.6,3.1,19.0,82.0,1005.1,0.0,0.0
2019-05-21,5.0,3.8,17.3,85.8,1004.6,0.1,0.0
2019-05-22,3.3,3.1,16.1,89.1,1006.5,0.0,0.0
2019-05-23,6.8,3.9,13.5,81.9,1012.2,0.0,0.0
2019-05-24,4.8,2.9,14.3,70.6,1011.8,0.0,0.0
2019-05-25,5.9,3.5,13.1,69.0,1010.1,0.0,0.0
2019-05-26,5.8,4.3,13.0,72.4,1008.4,0.0,0.0
2019-05-27,7.0,3.3,15.8,75.1,1005.6,0.0,1.1
2019-05-28,7.8,3.8,12.0,88.5,1004.8,6.3,0.7
2019-05-29,3.4,4.4,11.3,66.9,1016.0,0.0,0.0
2019-05-30,2.0,3.0,12.3,57.9,1022.9,0.0,0.0
2019-05-31,5.8,2.8,15.5,74.4,1019.6,0.1,0.0
2019-06-01,4.1,3.0,15.9,81.1,1019.4,2.4,0.0
2019-06-02,2.9,2.6,15.3,76.9,1018.2,0.0,0.0
2019-06-03,0.8,4.9,20.2,71.4,1016.1,0.0,0.0
2019-06-04,0.9,3.6,22.2,64.9,1013.3,0.0,0.0
2019-06-05,0.9,4.0,23.9,64.1,1012.6,0.0,0.0
2019-06-06,3.1,5.4,23.3,66.4,1011.7,0.0,0.0
2019-06-07,5.4,3.3,18.7,88.0,1013.1,0.0,0.0
2019-06-08,5.6,2.8,17.9,88.8,1016.8,12.8,0.0
2019-06-09,2.0,3.1,18.7,64.3,1023.9,0.0,0.0
2019-06-10,6.4,4.1,20.5,68.0,1018.1,0.0,27.1
2019-06-11,3.3,3.9,24.6,75.0,1011.8,0.0,0.0
2019-06-12,1.3,4.3,25.9,70.5,1010.1,0.0,0.0
2019-06-13,6.9,3.0,19.8,87.5,1012.4,15.5,0.0
2019-06-14,3.5,2.9,19.2,72.3,1019.0,0.0,0.0
2019-06-15,3.8,3.8,21.6,77.5,1015.0,0.0,14.6
2019-06-16,7.1,3.9,18.1,89.6,1013.6,0.0,0.0
2019-06-17,2.9,3.3,17.8,75.0,1019.8,0.0,0.0
2019-06-18,1.5,2.0,19.7,74.5,1019.4,0.0,0.0
2019-06-19,2.0,2.9,22.3,72.0,1012.7,0.0,0.0
2019-06-20,4.8,3.1,21.9,83.3,1008.8,3.8,0.0
2019-06-21,5.0,2.6,19.1,86.3,1014.2,3.1,0.0
2019-06-22,2.4,3.1,16.9,71.1,1022.0,0.0,0.0
2019-06-23,2.0,3.0,15.9,68.5,1023.8,0.0,0.0
2019-06-24,3.8,3.3,18.3,73.1,1026.3,0.0,0.0
2019-06-25,4.6,2.3,22.3,65.5,1024.9,0.0,0.0
2019-06-26,3.5,3.4,25.8,67.9,1016.5,0.0,0.0
2019-06-27,5.9,5.8,19.3,77.8,1016.2,0.0,0.9
2019-06-28,2.6,3.6,17.9,69.4,1019.7,0.0,0.0
2019-06-29,2.0,3.6,20.9,57.8,1016.7,0.0,0.0
2019-06-30,1.1,3.0,25.1,55.5,1010.3,0.0,0.0
2019-07-01,5.9,4.1,21.4,62.0,1009.4,0.0,2.1
2019-07-02,4.0,5.6,16.4,67.5,1011.6,1.0,0.0
2019-07-03,4.4,4.6,14.2,62.9,1015.5,0.0,0.0
2019-07-04,5.9,6.1,15.3,62.0,1015.1,0.0,4.3
2019-07-05,3.8,5.3,15.6,66.6,1007.3,0.0,0.0
2019-07-06,5.6,2.3,13.9,88.3,1005.3,7.4,2.2
2019-07-07,5.8,5.0,14.4,77.8,1002.5,3.1,0.5
2019-07-08,5.9,4.3,14.2,89.6,1007.3,9.6,0.6
2019-07-09,6.3,5.0,14.6,88.3,1008.5,11.0,6.5
2019-07-10,6.4,4.6,14.8,78.6,1010.1,0.0,0.0
2019-07-11,3.5,3.4,16.8,68.9,1010.2,0.0,0.0
2019-07-12,5.6,2.9,16.5,77.8,1009.5,0.0,0.0
2019-07-13,6.0,2.9,16.0,81.3,1010.4,0.0,0.0
2019-07-14,3.6,3.5,17.3,69.8,1012.9,0.0,0.0
2019-07-15,3.5,3.1,16.7,70.5,1012.5,0.0,0.0
2019-07-16,6.5,3.3,16.0,76.3,1008.4,0.0,6.8
2019-07-17,4.0,3.8,15.8,75.8,1009.9,0.5,0.0
2019-07-18,1.9,2.9,16.5,81.4,1012.8,0.0,0.0
2019-07-19,3.9,2.9,18.2,82.1,1012.6,0.0,0.0
2019-07-20,2.1,2.9,19.7,81.1,1014.2,0.0,0.0
2019-07-21,5.3,2.9,19.3,83.8,1014.4,2.9,0.0
2019-07-22,5.0,3.9,19.0,69.9,1018.9,0.0,0.0
2019-07-23,7.3,2.0,17.5,85.0,1018.4,0.0,0.4
2019-07-24,5.4,2.6,19.1,90.8,1018.0,0.0,0.0
2019-07-25,2.9,3.1,19.0,86.0,1018.9,0.0,0.0
2019-07-26,3.4,5.0,20.3,85.4,1015.1,0.0,0.0
2019-07-27,4.4,4.8,20.9,80.0,1010.7,0.0,0.0
2019-07-28,4.9,4.1,23.4,74.6,1005.9,1.5,0.0
2019-07-29,3.8,3.6,22.6,80.6,1006.6,0.0,0.0
2019-07-30,5.6,5.3,20.3,85.8,1008.4,0.0,0.0
2019-07-31,1.6,4.8,17.5,66.0,1014.9,0.0,0.0
2019-08-01,6.5,2.4,16.2,78.5,1015.1,0.0,2.5
2019-08-02,4.8,3.0,17.9,74.4,1012.3,0.0,5.3
2019-08-03,4.6,3.1,18.2,72.3,1011.8,0.0,0.0
2019-08-04,4.8,3.0,17.4,73.0,1012.5,0.0,2.7
2019-08-05,6.0,1.8,17.2,87.3,1011.1,1.0,0.0
2019-08-06,5.8,2.4,19.6,80.4,1007.6,0.0,0.0
2019-08-07,6.3,2.3,20.2,81.5,1005.4,0.0,4.8
2019-08-08,6.4,2.9,19.1,81.3,1005.7,7.4,0.1
2019-08-09,3.4,4.0,17.5,82.4,1010.3,0.5,0.0
2019-08-10,5.9,4.1,18.1,85.1,1010.8,1.7,0.8
2019-08-11,4.9,3.5,21.8,65.3,1013.3,0.0,0.0
2019-08-12,6.8,2.6,19.1,80.5,1011.9,0.0,0.0
2019-08-13,5.8,3.3,18.9,78.6,1011.3,0.0,0.2
2019-08-14,4.3,2.5,15.7,76.1,1013.9,10.2,0.0
2019-08-15,3.6,2.5,16.6,66.6,1013.8,0.0,0.0
2019-08-16,5.8,2.9,17.6,74.6,1012.9,1.5,0.1
2019-08-17,4.0,3.3,18.1,76.0,1012.6,0.0,0.0
2019-08-18,6.6,3.8,21.0,69.6,1007.4,0.0,0.0
2019-08-19,4.8,2.8,19.9,75.4,1012.7,0.0,0.0
2019-08-20,5.5,2.4,19.2,73.8,1020.3,0.0,0.8
2019-08-21,5.9,2.4,17.5,79.0,1024.2,0.8,0.0
2019-08-22,1.4,3.1,16.3,77.5,1028.1,0.0,0.0
2019-08-23,2.0,2.6,19.0,67.3,1026.6,0.0,0.0
2019-08-24,3.4,2.4,19.9,70.5,1025.3,0.0,0.0
2019-08-25,0.8,2.5,20.8,72.4,1024.7,0.0,0.0
2019-08-26,0.4,2.9,22.1,66.0,1023.0,0.0,0.0
2019-08-27,0.1,3.1,23.9,58.0,1021.4,0.0,0.0
2019-08-28,3.3,5.9,24.2,62.9,1017.4,0.0,11.9
2019-08-29,4.9,2.5,22.0,85.9,1015.2,0.0,0.0
2019-08-30,1.8,2.8,20.1,84.4,1021.4,0.0,0.0
2019-08-31,2.9,3.5,21.4,76.6,1019.7,0.0,0.0
2019-09-01,2.0,5.3,23.9,66.5,1010.4,0.0,0.0
2019-09-02,6.1,4.0,18.7,75.8,1014.9,0.4,0.0
2019-09-03,5.5,2.8,16.3,66.4,1019.0,0.0,0.0
2019-09-04,4.3,2.6,17.5,70.9,1015.4,0.0,0.0
2019-09-05,4.8,3.3,17.7,68.4,1011.1,0.0,0.0
2019-09-06,1.6,3.1,15.0,69.3,1019.7,0.0,0.0
2019-09-07,5.9,2.6,12.9,81.9,1019.3,3.5,7.2
2019-09-08,6.8,3.5,15.2,92.1,1015.6,0.2,0.0
2019-09-09,4.6,2.3,16.1,90.8,1012.9,0.0,0.4
2019-09-10,6.5,6.8,15.0,86.6,1009.6,5.4,0.0
2019-09-11,2.4,3.9,15.5,69.0,1020.1,0.0,0.0
2019-09-12,5.3,3.4,16.1,72.9,1022.5,0.0,0.0
2019-09-13,5.0,5.1,15.9,77.1,1022.4,0.1,0.0
2019-09-14,2.6,4.4,13.5,73.9,1027.3,0.0,0.0
2019-09-15,6.3,5.6,14.3,68.9,1015.0,0.0,0.0
2019-09-16,3.6,6.4,14.2,60.1,1009.8,0.0,1.4
2019-09-17,5.5,5.6,10.0,82.4,1004.4,2.4,10.4
2019-09-18,4.1,6.1,10.9,72.0,1010.2,0.0,0.1
2019-09-19,4.8,4.5,10.7,75.1,1019.8,0.1,6.6
2019-09-20,7.3,2.9,10.1,79.8,1022.3,0.0,1.7
2019-09-21,7.0,3.1,13.8,88.0,1018.9,0.0,0.0
2019-09-22,3.5,2.3,12.9,89.8,1016.0,0.0,0.0
2019-09-23,7.1,3.8,11.3,84.1,1018.4,0.0,0.0
2019-09-24,3.8,3.9,11.2,78.1,1015.4,0.0,0.0
2019-09-25,6.8,3.4,12.6,77.0,1008.7,0.0,0.0
2019-09-26,3.5,2.0,13.0,85.8,1010.6,0.0,0.1
2019-09-27,6.8,4.5,12.2,94.0,1011.2,0.6,8.1
2019-09-28,6.9,3.6,15.1,87.4,1007.4,0.0,0.3
2019-09-29,6.6,4.4,13.9,87.6,1001.5,2.0,4.0
2019-09-30,6.5,5.1,14.0,90.8,990.2,8.1,0.0
2019-10-01,6.4,4.0,11.7,87.8,998.8,1.7,0.8
2019-10-02,6.4,2.3,9.5,90.4,1000.3,4.1,0.0
2019-10-03,4.1,2.9,9.0,81.5,1008.0,0.0,0.1
2019-10-04,6.3,2.5,8.9,81.6,1011.0,0.6,4.0
2019-10-05,5.5,4.0,8.3,74.8,1014.4,0.0,1.5
2019-10-06,6.4,2.6,6.0,86.4,1019.4,5.9,7.8
2019-10-07,5.9,2.8,6.3,85.4,1016.5,0.7,0.0
2019-10-08,7.4,4.3,5.8,92.4,1007.1,0.7,0.0
2019-10-09,5.8,3.9,11.6,85.9,1003.8,0.0,4.9
